geography_code,gross_acres,illit,unemployed_pct,ho_pct,agecat1,agecat2,agecat3,agecat4,agecat5,agecat6,agecat7,influenza
G17003100325,23.0,15,0.332320162,0.059777102,20,115,84,107,86,411,164,3
G17003100326,104.8,1025,0.293409458,0.048901576,251,1243,767,918,589,3364,917,27
G17003100327,20.0,365,0.297994269,0.070916905,37,156,94,93,77,731,206,2
G17003100328,45.0,23,0.37804878,0.029268293,9,41,29,42,33,185,71,1
G17003100329,204.8,241,0.319289798,0.04784833,71,361,306,394,254,1350,586,9
G17003100330,120.0,348,0.381260319,0.057787562,143,846,669,871,627,2880,1229,22
G17003100331,89.5,21,0.361138371,0.090284593,5,136,101,119,100,363,194,11
G17003100332,80.0,27,0.350051177,0.050665302,37,221,153,197,137,782,427,4
G17003100333,28.8,258,0.293559661,0.014478283,40,177,122,136,141,979,407,8
G17003100334,135.9,344,0.257943513,0.006619594,98,390,303,413,608,5306,1917,51
G17003100335,84.7,158,0.289656312,0.018671514,84,320,261,368,396,3378,1198,17
G17003100336,162.5,125,0.295319318,0.012495042,58,316,235,362,386,2683,996,10
G17003100337,67.4,65,0.430545183,0.022591486,48,265,192,301,400,3218,914,21
G17003100338,75.3,240,0.26663417,0.008530344,47,179,147,214,249,2534,713,13
G17003100339,83.6,117,0.297688371,0.024704429,43,205,150,253,353,3649,993,12
G17003100340,69.9,21,0.332091538,0.024747206,49,175,144,221,264,2103,792,5
G17003100341,80.5,472,0.310192747,0.012577589,85,395,333,480,404,3141,1269,16
G17003100342,70.9,69,0.265025505,0.014859171,32,136,103,171,288,3036,735,15
G17003100343,66.9,110,0.289358728,0.030753102,63,228,199,282,403,3597,927,11
G17003100344,87.7,153,0.333144315,0.016728098,87,433,342,515,534,3944,1156,19
G17003100345,960.0,25,0.346153846,0.105769231,20,116,74,76,42,226,69,5
G17003100346,1580.0,111,0.334743075,0.137238317,152,697,558,546,374,1747,654,23
G17003100347,138.5,125,0.302043423,0.071519796,54,311,175,169,97,626,132,8
G17003100348,385.1,279,0.339662171,0.075946052,159,904,643,893,675,3058,1300,19
G17003100349,354.2,523,0.332057994,0.095650423,298,1610,1025,1064,725,4218,986,14
G17003100350,680.0,1026,0.309774584,0.114775076,330,1813,1208,1147,599,4103,954,30
G17003100351,240.0,207,0.343581319,0.085660643,102,674,457,528,321,1685,489,13
G17003100352,600.0,638,0.267962309,0.055022716,404,1962,1251,1151,603,5261,1251,70
G17003100353,320.0,28,0.19375,0.01875,1,7,4,10,12,80,46,2
G17003100354,100.0,317,0.222958972,0.027766266,96,420,260,246,124,981,279,15
G17003100355,80.0,290,0.329824561,0.042105263,77,396,243,302,137,906,208,23
G17003100356,40.0,620,0.269308943,0.028861789,117,748,452,439,224,2428,512,30
G17003100357,60.0,161,0.262105263,0.036842105,37,191,102,89,33,396,101,10
G17003100358,180.0,117,0.323660714,0.058035714,29,124,120,143,71,277,130,8
G17003100359,80.0,226,0.318686744,0.073808936,143,700,479,528,300,1497,403,16
G17003100360,80.0,252,0.318422401,0.064025952,193,958,607,682,456,2334,627,31
G17003100361,80.0,462,0.317810332,0.057054742,194,1036,560,781,541,2590,782,37
G17003100362,80.0,657,0.299859,0.054206486,192,1055,655,667,397,2568,841,21
G17003100363,80.0,646,0.304795781,0.050042929,286,1451,850,915,578,3242,816,39
G17003100364,140.0,123,0.348801826,0.081399772,73,321,247,290,209,1030,459,28
G17003100365,160.0,240,0.349388379,0.106651376,71,385,292,341,213,1033,280,7
G17003100366,80.0,113,0.348944177,0.094919507,134,640,419,591,442,1932,625,22
G17003100367,80.0,75,0.347088492,0.094222834,91,534,370,461,394,1780,722,31
G17003100368,80.0,311,0.351779393,0.071920999,116,681,458,603,459,2102,943,15
G17003100369,80.0,50,0.312185297,0.070493454,22,137,110,112,81,421,105,5
G17003100370,160.0,85,0.361134683,0.080252152,149,923,648,925,747,3275,1574,22
G17003100371,160.0,9,0.366666667,0.069250646,63,372,294,447,369,1542,779,9
G17003100372,47.4,17,0.214457831,0.025301205,6,33,34,50,42,431,234,3
G17003100373,98.0,38,0.340782123,0.045934202,33,193,153,223,155,563,291,8
G17003100374,78.8,104,0.336286833,0.047187307,82,453,381,561,473,1931,959,10
G17003100375,80.0,72,0.374006116,0.070642202,69,405,335,445,306,1171,538,15
G17003100376,160.0,39,0.328505596,0.062541145,57,330,237,369,279,1166,599,8
G17003100377,51.7,53,0.327599687,0.050820954,24,183,135,153,108,455,221,7
G17003100378,37.4,105,0.332508659,0.045027214,35,244,191,248,156,756,389,6
G17003100379,78.7,80,0.367514124,0.062429379,76,434,316,356,260,1436,656,11
G17003100380,80.0,207,0.331365936,0.057897695,115,458,353,400,292,1386,547,7
G17003100381,80.0,125,0.386529279,0.053279719,69,469,311,428,309,1582,804,13
G17003100382,82.1,103,0.320263975,0.015916149,38,176,167,223,210,1298,454,27
G17003100383,157.8,47,0.29652492,0.013831733,115,386,258,452,566,5143,1772,16
G17003100384,153.7,191,0.317881371,0.028265785,149,636,495,711,811,5943,2705,16
G17003100385,80.7,103,0.320994475,0.025690608,55,292,253,302,250,1779,684,22
G17003100386,149.4,81,0.312304655,0.016779076,99,491,374,559,769,7179,2676,23
G17003100387,73.8,64,0.346985962,0.032039637,78,332,240,374,482,3088,1456,7
G17003100388,80.0,182,0.35936,0.024,69,244,223,286,238,1486,577,29
G17003100389,71.5,24,0.371931607,0.012358219,60,229,205,327,427,3269,1390,12
G17003100390,53.2,68,0.415598886,0.028133705,38,188,133,208,255,1727,1040,9
G17003100391,71.9,47,0.35126523,0.011059044,63,344,297,403,394,2629,1203,8
G17003100392,42.1,13,0.375418707,0.026797217,40,242,183,281,282,1870,981,6
G17003100393,79.8,94,0.352166525,0.019682809,97,489,360,579,537,3557,1434,9
G17003100394,63.3,128,0.286402892,0.015665796,65,350,233,351,341,2629,985,8
G17003100395,21.1,3,0.337183718,0.02530253,18,120,72,94,94,883,524,3
G17003100396,26.2,8,0.344066237,0.015639374,14,54,31,53,48,609,275,0
G17003100397,6.9,1,0.31441048,0.015283843,19,10,16,19,23,268,103,1
G17003100398,125.7,41,0.323493535,0.027445718,55,319,242,362,425,4379,2343,14
G17003100399,158.5,126,0.343972031,0.032479982,177,557,430,583,531,4424,2156,15
G17003100400,121.2,54,0.382795699,0.047564832,81,362,292,442,475,3862,2373,9
G17003100401,372.2,63,0.397352858,0.031892425,128,695,517,883,828,6963,4163,24
G17003100402,2720.0,217,0.328989362,0.151595745,124,677,449,442,186,1451,430,7
G17003100403,3400.0,226,0.360850636,0.158796606,396,2243,1644,1978,1433,7458,2745,48
G17003100404,480.0,59,0.366897507,0.137534626,136,830,629,835,643,2896,1246,19
G17003100405,160.0,67,0.364906155,0.102138804,129,676,529,753,578,2878,1327,25
G17003100406,160.0,55,0.377781188,0.091913457,112,615,463,672,607,2744,1298,12
G17003100407,160.0,90,0.358595194,0.089060662,129,519,386,642,555,2422,1292,13
G17003100408,390.0,103,0.367748531,0.144773831,150,928,788,1002,660,3014,1264,24
G17003100409,120.0,20,0.376665528,0.098565084,94,590,414,629,497,2383,1240,17
G17003100410,40.0,7,0.38153682,0.098719317,21,188,135,166,143,845,357,5
G17003100411,80.0,8,0.371520343,0.132762313,16,120,95,115,77,357,154,3
G17003100412,160.0,343,0.362366905,0.100366556,135,684,534,735,523,2149,964,31
G17003100413,800.0,88,0.348817803,0.167732962,76,444,359,399,278,1426,608,9
G17003100414,80.0,25,0.353502494,0.083279115,82,411,334,465,444,1861,1014,7
G17003100415,80.0,19,0.366077422,0.055269635,60,303,243,408,389,2042,1017,11
G17003100416,80.0,28,0.371621622,0.070505288,41,306,243,337,319,1389,761,7
G17003100417,80.0,24,0.371143376,0.076225045,37,213,172,249,196,856,480,7
G17003100418,80.0,48,0.358851675,0.068314726,58,345,267,402,331,1484,868,5
G17003100419,80.0,163,0.374476987,0.066184861,89,603,413,605,471,2130,940,25
G17003100420,80.0,92,0.359462971,0.063880468,80,383,291,432,390,1992,1042,18
G17003100421,80.0,65,0.357954545,0.061725207,57,333,224,347,354,1626,920,12
G17003100422,80.0,16,0.370743034,0.062951496,44,249,179,327,348,1655,1064,11
G17003100423,80.0,22,0.385159011,0.053324767,36,244,189,317,264,1229,830,11
G17003100424,160.0,80,0.368336026,0.075726979,100,513,374,508,392,2061,1004,8
G17003100425,159.8,47,0.370868144,0.066715099,103,677,517,752,647,3519,2033,22
G17003100426,237.4,73,0.367661306,0.044177485,122,598,500,784,809,4562,2925,17
G17003100427,160.0,26,0.36243346,0.098707224,142,705,494,718,570,2638,1304,15
G17003100428,160.0,72,0.384570597,0.071615721,98,564,436,598,541,3009,1623,17
G17003100429,238.1,43,0.386523107,0.060246794,112,584,511,796,653,3362,2243,21
G17003100430,480.0,93,0.379870597,0.112940331,260,1513,1107,1491,1122,5795,2617,33
G17003100431,637.9,52,0.392901542,0.071544008,277,1355,960,1395,1220,7078,3793,25
G17003100432,80.8,171,0.304398827,0.027272727,64,246,207,276,266,1568,775,23
G17003100433,151.8,61,0.405941491,0.013404583,104,566,492,742,822,5297,2862,33
G17003100434,81.1,37,0.35327405,0.050121261,62,300,245,359,337,1563,837,9
G17003100435,150.3,117,0.380543521,0.014021268,151,814,562,845,868,6449,2970,16
G17003100436,82.2,53,0.325400931,0.035178479,48,211,156,193,154,797,374,6
G17003100437,154.1,81,0.381491423,0.018671957,145,600,381,565,513,4409,1868,14
G17003100438,424.8,5,0.408943966,0.029903017,58,302,168,254,227,1756,926,13
G17003100439,122.7,40,0.412327575,0.032807257,127,634,373,514,541,3790,2035,17
G17003100440,142.6,64,0.394215954,0.013274861,89,441,305,463,503,4145,2474,19
G17003100441,158.1,26,0.420265152,0.027272727,87,389,230,292,314,2609,1352,12
G17003100442,152.9,42,0.377839721,0.031916376,90,487,341,557,511,3173,1970,13
G17003100443,121.1,32,0.401913876,0.043675623,107,544,382,444,463,4142,2062,25
G17003100444,119.1,60,0.396540596,0.016135278,86,412,385,614,466,3766,2013,17
G17003100445,120.5,31,0.467644695,0.012660772,115,500,346,573,683,5038,2687,11
G17003100446,160.0,69,0.366793893,0.054452926,135,690,490,691,581,3549,1714,25
G17003100447,165.3,28,0.374093581,0.036943745,154,773,664,983,960,6177,3365,9
G17003100448,157.4,22,0.376646707,0.022583405,143,743,519,785,800,5743,2939,28
G17003100449,155.8,15,0.361366623,0.080814717,109,452,310,411,307,1970,1006,15
G17003100450,319.9,53,0.379110251,0.091612449,103,574,427,520,423,2474,1162,15
G17003100451,316.7,34,0.384701772,0.106313951,130,752,610,709,571,3545,1689,15
G17003100452,159.7,34,0.370572803,0.078705728,66,461,307,476,367,1900,988,5
G17003100453,320.0,19,0.381708888,0.174753113,98,551,349,476,338,2039,803,7
G17003100454,160.0,258,0.365131579,0.081578947,64,390,286,360,268,1145,520,15
G17003100455,319.8,21,0.391558966,0.053109855,90,465,282,333,291,2421,1062,17
G17003100456,320.0,8,0.403116811,0.044407668,152,675,408,510,424,3676,1392,12
G17003100457,160.0,47,0.378214119,0.085320243,88,439,309,398,326,1849,867,14
G17003100458,160.0,10,0.409395973,0.088123723,69,381,245,284,193,1608,645,11
G17003100459,48.9,1,0.46539028,0.076583211,14,45,23,54,41,309,192,2
G17003100460,160.0,8,0.415133999,0.147661587,24,182,153,173,113,830,428,4
G17003100461,158.0,32,0.356175973,0.079949239,54,272,200,221,175,927,515,4
G17003100462,320.0,2,0.415217391,0.197391304,34,239,163,219,158,1046,441,3
G17003100463,351.2,15,0.424493701,0.102535481,97,462,424,588,517,2645,1536,13
G17003100464,3840.0,67,0.353413655,0.144578313,28,144,116,136,67,338,167,3
G17003100465,2559.9,80,0.387722132,0.140100521,204,1167,842,1100,882,4610,2322,15
G17003100466,218.8,42,0.337871287,0.097772277,43,337,194,231,172,1009,433,7
G17003100467,416.8,152,0.338181818,0.076363636,48,223,162,225,152,799,315,6
G17003100468,1272.6,198,0.343357897,0.109739096,138,659,464,536,340,2039,845,21
G17003100469,1262.3,380,0.344447752,0.126228044,201,1062,718,780,353,2686,916,31
G17003100470,800.0,71,0.372016159,0.172603746,59,356,263,338,221,1071,414,15
G17003100471,320.0,886,0.345948946,0.099889012,294,1399,1005,1153,793,3324,1039,29
G17003100472,100.2,165,0.352626892,0.064781834,145,705,457,548,385,1685,564,4
G17003100473,145.0,521,0.312260283,0.044438566,270,1418,832,894,556,2793,795,32
G17003100474,1340.0,69,0.393636364,0.112727273,27,121,94,166,127,367,198,5
G17003100475,340.2,108,0.353972398,0.092502797,68,401,271,354,253,929,403,8
G17003100476,146.5,558,0.340814255,0.044659975,254,1218,833,997,725,3483,1347,21
G17003100477,87.3,568,0.314582696,0.040354632,82,462,283,347,208,1349,537,9
G17003100478,235.9,168,0.336296673,0.03505207,84,444,301,375,289,1698,737,15
G17003100479,1792.1,109,0.400450547,0.160158764,146,1001,831,1085,749,3471,2036,5
G17003100480,640.0,27,0.384342898,0.160821821,61,352,252,327,210,1026,595,6
G17003100481,480.0,0,0.389154705,0.146730463,9,79,51,75,52,218,143,4
G17003100482,1431.6,10,0.371890004,0.110432126,45,328,213,259,172,971,295,7
G17003100483,670.0,100,0.379152871,0.14236785,188,1170,829,1132,763,3191,1482,21
G17003100484,518.8,185,0.360695138,0.105749676,108,699,447,566,398,2358,830,34
G17003100485,836.0,97,0.311753372,0.028516378,95,471,302,266,150,1008,300,20
G17003100486,396.6,143,0.354898336,0.09103512,77,304,234,249,181,771,348,9
G17003100487,1211.8,646,0.298456906,0.07753105,102,465,286,258,142,1106,295,6
G17003100488,1600.1,3,0.404761905,0.0,2,5,4,7,1,17,6,0
G17003100489,486.9,275,0.353199719,0.07419128,148,755,519,648,396,2314,904,23
G17003100490,340.9,26,0.378652355,0.110316041,35,144,114,185,157,688,353,10
G17003100491,1199.1,26,0.370177125,0.11973088,116,935,708,909,744,2717,1149,14
G17003100492,2176.6,136,0.404430274,0.173351233,85,606,520,705,439,2141,1460,12
G17003100493,680.0,271,0.377207339,0.130157636,243,1349,957,1264,957,4653,2180,40
G17003100494,1392.8,1504,0.336031576,0.072317367,309,1779,1252,1598,1086,6235,2673,85
G17003100495,640.0,167,0.311916529,0.085667216,59,333,206,193,80,726,224,15
G17003100496,709.8,340,0.369764659,0.11354873,157,979,761,959,594,2862,1206,30
